name,耗时,做法,口味,工艺,类型,label,id,难度,图片
豆腐地软蒸饺,一小时,1:适量面粉加入开水用筷子搅拌成絮状，稍微凉一下和成软一点的面团醒三十分钟。2:各种时蔬，豆腐，地软准备。3:粉条入开水中浸烫软备用。4:葱和红萝卜切碎，白菜切碎去水。5:锅中入油烧热，放入豆腐炒出水汽，粉条切碎放入炒均。6:加入各种配菜，放入盐，五香粉，姜粉，酱油拌均匀。7:醒好的面搓条改刀同等大小的剂子皮。8:放入馅料包成自己喜欢的样子。9:依次包好放入笼屉中。10:入开水锅中上气后蒸十五分钟即可。11:时间到后关火虚蒸两分钟哦。12:碗中辣椒粉和芝麻，用热油淋入激出香味儿，加盐，醋，酱油搅拌均匀，调制红油醋汁搭配同食。。13:家常美味，请您品鉴。14:成品图。,咸鲜,蒸,主食,recipe,877,简单,https://i8.meishichina.com/attachment/recipe/2021/11/25/20211125163782840819487910667631.JPG?x-oss-process=style/p800
白萝卜玉米排骨汤,一小时,1:砂锅先烧水，因为水开得比较慢。2:排骨用面粉和盐揉搓洗净杂质，再用清水洗净。3:排骨冷水下锅焯水。4:水开，撇去浮沫，再焯水2分钟。5:排骨再用热水清洗干净，沥干水分。6:热锅凉油，下姜片葱段煸炒片刻。7:下排骨煸炒片刻。8:加料酒煸炒出香味。9:砂锅水开后，放入煸炒过的排骨。10:玉米切段。11:把玉米放入砂锅中。12:盖上盖子，小火焖煮30分钟。13:白萝卜去皮切块。14:把白萝卜放入开水中焯水2分钟，然后放入冷水中浸泡片刻，可以更好的除去臭味以及吸收汤中的美味。15:砂锅煲30分钟之后，放入白萝卜块，再盖上盖子，小火焖煮25分钟。16:枸杞浸泡10分钟。17:煲汤时间到后，加适量盐。18:撒上枸杞，再焖煮5分钟。19:完成✅。,清淡,炖,汤类,recipe,878,简单,https://i8.meishichina.com/attachment/recipe/2021/11/25/20211125163782946493210212592714.JPG?x-oss-process=style/p800
煎蛋牛肉卷煮泡面,半小时,1:泡面准备就绪。2:青菜和鸡蛋准备就绪。3:适量牛肉卷备用。4:牛肉卷用开水浸烫一下逼出血水。5:锅中入水煮沸放入面饼。6:煎锅预热入油烧热放入煎蛋煎熟。7:放入辣酱，调料包煮入味。8:放入牛肉卷，青菜同煮。9:盖上盖子煮熟即可。10:淋入少许酱油即可享用。11:成品图。,咸鲜,煮,面条,recipe,879,简单,https://i8.meishichina.com/attachment/recipe/2021/11/24/20211124163775756956158010667631.JPG?x-oss-process=style/p800
精肉花心萝卜沙拉,十分钟,1:做饭包剩下的生菜心洗净。2:熟肉和萝卜改刀，番茄洗净。3:生菜摆盘。4:小番茄切开，把所有食材混合均匀。5:装盘。6:撒食盐。7:成品。,咸鲜,烤,凉菜,recipe,880,简单,https://i8.meishichina.com/attachment/recipe/2021/11/25/2021112516378292878943621806550.jpg?x-oss-process=style/p800
清肠菜,十分钟,1:地瓜苗洗干净。2:热油。3:放下去炒。4:调味。5:成品。,清淡,炒,热菜,recipe,881,普通,https://i8.meishichina.com/attachment/recipe/2021/11/26/20211126163793454063882610427913.jpg?x-oss-process=style/p800
红薯奶酪饼,半小时,1:红薯刮皮，切薄片，入蒸锅，大火上汽后蒸约10分钟，筷子能轻松扎透；。2:红薯用餐叉压成泥，加炼乳、糯米粉；炼乳用量可根据喜欢的口感调整；红薯的含水量不同，糯米粉可少量多次添加，拌匀后能捏成不流动的团即可；红薯的甜度也不一样，加少量炼乳除了增加些许甜度外，还有奶香，也可以换成奶粉；。3:加入马苏里拉奶酪；奶酪用量越多，成品的拉丝效果及口感越好；。4:拌匀；。5:戴上一次性手套，取适量红薯奶酪，揉成乒乓球大小的红薯球；。6:饺子皮擀成1.5倍大小；。7:红薯球放在面皮上；。8:按包包子的方法包好，再按扁；。9:红薯奶酪饼码放在平底煎锅里，喷少许植物油，小火加热；。10:煎烙至两面金黄，饼身鼓鼓的，出锅。11:红薯奶酪饼，香甜拉丝，营养美味！。,甜味,烙,小吃,recipe,882,普通,https://i8.meishichina.com/attachment/recipe/2021/11/27/202111271637975864804527513584.jpg?x-oss-process=style/p800
味噌芝麻小蛋糕,一小时,1:用料：鸡蛋2个（约65g一个），细砂糖67g，蜂蜜6g，纯牛奶15g，水5g，味噌15g，低筋面粉67g，玉米油16g，芝麻适量。2:纯牛奶、水、味噌倒在碗里，搅拌到味噌化开。3:加入玉米油。4:充分搅拌均匀。5:鸡蛋磕入打蛋盆内打散。6:加细砂糖、蜂蜜，隔水加热不停搅拌至蛋液温度至40°后取出。7:用电动打蛋器高速打发，至滴落的花纹不会很快消失。换最低速再进行搅拌，直到蛋糊中大气泡消失，整体呈现蓬松细腻的状态。8:分两次将面粉筛入拌匀。9:拌匀到没干粉就好。10:将少许蛋糊加入味噌液，拌匀。11:倒回到剩下的蛋糕糊中，翻拌均匀。12:最后加入芝麻。13:拌两三下使其均匀分布即可。14:装入抹油撒粉的模具中八分满左右，表面再撒上芝麻。15:放入预热好的烤箱，160°中层，上下火烤20分钟左右。16:出炉。17:立即脱模，晾凉。,咸甜,烘焙,烘焙,recipe,883,简单,https://i8.meishichina.com/attachment/recipe/2021/11/27/20211127163797488689385634360.jpg?x-oss-process=style/p800
梅干菜卤肉馅饼,三刻钟,1:梅干菜提前泡好。2:卤肉提前炖好。3:韭菜洗净切好。4:卤肉切碎。5:所有食材放在一起，放盐、芝麻油。6:拌匀备用。7:面团放入酵母，合成一个偏软一点的面团，醒发30分钟。8:整理成长条，分成均匀的剂子，擀成包子皮。9:放入馅料，收口。10:全部包好。11:平底锅放油，放入馅饼小火慢慢煎。12:中间反面几次，馅饼鼓起来就熟了。13:装盘。14:香软馅饼，非常好吃。15:皮薄馅大，太香了😋。,咸香,煎,小吃,recipe,884,简单,https://i8.meishichina.com/attachment/recipe/2021/11/26/20211126163792944870827610274398.jpg?x-oss-process=style/p800
水果花茶,廿分钟,1:水果洗净。2:茉莉花茶。3:水果切片，放入锅内。4:倒入茉莉花茶，加入适量清水。5:开火。6:烧开转小火煮10分钟。7:放入枸杞煮2分钟。8:水果花茶就好了。9:营养美味，非常好喝。,原味,煮,饮品,recipe,885,简单,https://i8.meishichina.com/attachment/recipe/2021/11/24/20211124163772906055073410274398.jpg?x-oss-process=style/p800
菠菜玉米面糊糊,十分钟,1:菠菜洗净，放入开水里面，焯水一分钟。2:切碎。3:玉米面倒入清水拌匀。4:粉条提前泡好。5:葱花切好。6:锅内放油烧热，放入葱花炒出香味。7:倒入适量清水。8:放入粉条。9:烧开。10:倒入玉米面糊。11:烧开，放入菠菜。12:放盐调味。13:菠菜玉米面糊出锅喽。14:营养美味，好吃极了。,咸香,煮,粥,recipe,886,简单,https://i8.meishichina.com/attachment/recipe/2021/11/24/20211124163774600910342410274398.jpg?x-oss-process=style/p800
五花肉卤豆皮,一小时,1:五花肉放料酒，焯水煮10分钟。2:葱、姜、大料、冰糖。3:五花肉切块，放入葱、姜、大料、冰糖翻炒一会。4:黄酒、生抽、老抽准备好。5:豆皮切好。6:卷起来。7:五花肉炒出油。8:倒入老抽、适量、黄酒。9:倒入开水。10:放入豆皮。11:盖上锅盖炖50分钟。12:放盐调味，继续炖10分钟。13:五花肉卤豆皮就炖好了。14:盛入碗里。15:软烂咸香、肥而不腻。,咸香,炖,热菜,recipe,887,简单,https://i8.meishichina.com/attachment/recipe/2021/11/26/20211126163792935671487210274398.jpg?x-oss-process=style/p800
无骨鸡柳,廿分钟,1:鸡胸肉片成片，切大小均匀的条，不要太粗。2:放入胡椒粉、姜丝、葱段、盐、料酒。3:加入蛋黄。4:放入淀粉。5:抓匀腌渍十分钟。6:裹上面包糠。7:六成热油温放入鸡胸肉大火炸。8:这个样子就可以了，捞出来，油温升高，再复炸一次。9:吸油纸吸去多余油脂。10:洒上熟白芝麻。11:一定要趁热吃。12:外酥里嫩。13:香喷喷的，可以直接吃，也可以蘸番茄酱吃哦👌。,微辣,炸,热菜,recipe,888,神级,https://i8.meishichina.com/attachment/recipe/2021/09/01/2021090116304748232389807610709.jpg?x-oss-process=style/p800
红烧鸭舌,廿分钟,1:鸭舌泡水清洗后～凉水入锅～焯水三件套（葱姜料酒）。2:焯水5分钟～出锅倒入热水清洗～备用。3:起锅烧油～依次加入料酒～红烧四剑客（老抽生抽耗油酱油）～爆香。4:放入红烧大料包，煮沸大约10分钟取出（新的大料包刚放入味道比较重，所以我习惯煮沸一会儿取出）。5:放入一把冰糖～喜欢麻味儿的可以放把花椒～干辣椒必须放进入（我家公主不吃辣所以我没放）～最后灵魂的调料来一勺，味道更销魂😍。6:味道绝对不比绝味的差，闺女敞开吃吧😎。,麻辣,炖,小吃,recipe,889,简单,https://i8.meishichina.com/attachment/recipe/2021/11/26/20211126163793281468447610910412.jpg?x-oss-process=style/p800
干焖鱼块,十分钟,1:辅料切好。2:草鱼切块。3:热油放少量盐煎鱼防止沾锅。4:翻面。5:放辅料放米酒去腥。6:放调味品大火烧开。7:焖一两分钟。8:成品。,微辣,焖,热菜,recipe,890,高级,https://i8.meishichina.com/attachment/recipe/2021/11/26/20211126163793131581516410427913.jpg?x-oss-process=style/p800
西红柿肉末汤,半小时,1:准备材料。2:炒肉末，在炒西红柿。3:加入一勺生抽，炒至浓稠状态。4:加入适量清水。5:少许盐，调味。6:最后撒葱花，煮几分钟出锅。7:装碗中成品图。,清淡,煮,汤类,recipe,891,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163803200769380510454906.JPG?x-oss-process=style/p800
米酒焖基围虾,半小时,1:将对虾头部的沙包去掉，抽去虾肠，留皮，用清水洗净。姜切成片。2:米酒准备待用。3:油锅起火烧六成熟倒入玉米油，炒基围虾，放入生姜一起大火炒。4:然后倒入米酒，生抽，盐，大火焖5分钟。5:出锅，装盘。,微辣,炒,热菜,recipe,892,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163803161256748610454906.JPG?x-oss-process=style/p800
丑八怪果汁,十分钟,1:准备材料待用。2:水果去皮，剥成片放入榨汁机加入适量纯净水。3:按住启动键，一分钟即可！。4:成品图来一张！。,清淡,其他,饮品,recipe,893,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163803141615786510454906.JPG?x-oss-process=style/p800
莲藕肉末酿油面筋,一小时,1:肉末，莲藕去皮剁碎与肉末放一起，加入少许盐，生抽，料酒，蚝油，往一个方向搅拌均匀备用。2:将肉馅塞入油面筋内，一次性做好，蒸锅加入适量清水，大火烧开转中小火蒸35分钟。3:将蒸好的丸子倒入锅内，烧至大火收汁即可。4:表面撒少许葱花点缀即可！。,清淡,蒸,热菜,recipe,894,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163803085024644710454906.JPG?x-oss-process=style/p800
萝卜南瓜排骨汤,一小时,1:准备所需要的材料。2:排骨入锅，大火煮几分钟，捞出洗干净。3:排骨放入高压锅炖20分钟。4:然后放入萝卜，大枣炖15分钟。5:放南瓜煮10分钟，不需要盖锅盖。6:放盐，调味道，装碗中。,清淡,炖,汤类,recipe,895,普通,https://i8.meishichina.com/attachment/recipe/2021/11/16/20211116163707684586060910454906.JPG?x-oss-process=style/p800
白菜豆腐炖鱼,半小时,1:白菜洗干净备用。2:豆腐洗干净，鲷鱼洗干净备用。3:开始煎豆腐。4:然后起锅煎鱼。5:鱼，豆腐，生姜片，一起入锅煮15分钟，放适量白菜，煮2分钟。6:最后加入少许盐，即可！。,清淡,炖,热菜,recipe,896,普通,https://i8.meishichina.com/attachment/recipe/2021/11/25/20211125163780694126516210454906.JPG?x-oss-process=style/p800
热汤面（粉）,十分钟,1:瘦肉腰子切片爆炒。2:放蚝油。3:放适量水煮。4:煮开打鸡蛋放河粉调味。5:成品。,清淡,煮,面条,recipe,897,普通,https://i8.meishichina.com/attachment/recipe/2021/11/28/20211128163803000064955510427913.jpg?x-oss-process=style/p800
自制披萨,数小时,1:将除黄油外的饼胚材料投入厨师机，打到没有干粉成团的状态，放入软化好的黄油，再打至出膜阶段。不需要手套膜，能拉出结实的厚膜就行。不同牌子的面粉吸水率不一样，预留10克左右的水。2:将打好的面团整理好，放温暖的地方发酵至2-2.5倍大。3:面团发酵过程中，我们来准备配菜。各种材料洗好切好，青红椒切条，香菇切片。4:烧一锅水，倒入基围虾焯水，虾变红就捞起，剥壳。5:接着水中加入1汤匙油和1小勺盐，搅匀，先倒入香菇焯水一分钟，接着倒入青红椒焯水再一分钟，然后全部捞起滤干水。这样是为了保持蔬菜的颜色。6:倒入豌豆和玉米煮两分钟，然后捞起滤干。7:为了进一步控干蔬菜中的水分，我又将香菇和青红椒放空气炸锅中120度烤了5分钟。如果喜欢带点咸味，这里可以加一点点盐。8:培根切小块，放空气炸锅中150度烤了5分钟。这样香一点。9:面团发好了，用手指头沾一点干粉在中间戳一个洞，不塌陷不回缩就好了。10:将发酵好的面团按压排气，分成两份揉圆，醒发10分钟左右。11:将一份面团擀成圆形，铺在披萨盘上。用叉子戳一些洞。12:抹上一层番茄酱。13:洒一层马苏里拉芝士，然后放香菇、青红椒和培根，间隙洒玉米和豌豆，再洒一层芝士，可以再码一遍配菜，然后又是芝士，接着放虾仁，间隙洒玉米和豌豆，最后再洒一层芝士。14:烤箱提前200度预热10-15分钟，然后将做好的披萨放入烤箱烤15-20分钟。表面的芝士全部融化，微焦就差不多了。其实刚开始不够焦，拍完照后我又回炉烤了5分钟，烤到表面有点焦黄的，这样子的最好吃了。具体时间和温度根据自己的烤箱调节。,咸香,烤,烘焙,recipe,898,普通,https://i8.meishichina.com/attachment/recipe/2021/11/27/20211127163802430858822812402485.jpg?x-oss-process=style/p800
简易披萨,廿分钟,1:所有材料切成丁。2:先炒胡萝卜土豆，最后放培根。3:出国前倒入洋葱，翻炒出锅。4:盛出，晾凉。5:蛋挞皮内放入炒好的料，上面撒芝士碎。6:烤箱烤熟。7:咬一口。8:馅料满满，炒过感觉有点腻。不炒会不会好些。,咸鲜,烤,烘焙,recipe,899,简单,https://i8.meishichina.com/attachment/recipe/2021/11/27/202111271638022094373509303895.jpg?x-oss-process=style/p800
排骨卤豆腐,三刻钟,1:食材亮相。2:锅里放油烧热，把切好的北豆腐依次码入锅里。3:煎至金黄再翻面煎至金黄。4:奶锅里放入焯好水的排骨，把洗净的香料放入锅中。5:放入一勺红糖。6:少许老抽。7:把煎好的豆腐放入奶锅。8:加入适量清水，大火烧开后转小火，焖烧30分钟。9:时间到后，加入六月鲜轻盐昆布酱油烧一会收汁。10:放入枸杞。11:盛盘喽，诱人不，流口水了没。12:成品图。,其他,焖,热菜,recipe,900,简单,https://i8.meishichina.com/attachment/recipe/2021/11/27/20211127163802152579041512848515.jpg?x-oss-process=style/p800
红辣椒炒鸡,廿分钟,1:鸡剁块用蚝油、老抽、盐，腌渍十分钟。2:植物油6成热放入鸡块大火翻炒。3:炒至水分干，表面金黄色，放入姜片。4:加入红辣椒碎、大蒜。5:放入料酒、生抽。6:加入大蒜叶。7:炒鸡和啤酒🍺最佳搭档！。,中辣,炒,热菜,recipe,901,神级,https://i8.meishichina.com/attachment/recipe/2021/11/27/2021112716380216059783937610709.jpg?x-oss-process=style/p800
